VideoID,TagID
zZ9FciUx6gs,53499
zZ9FciUx6gs,53829
zZ9FciUx6gs,27531
zZ9FciUx6gs,52504
zZ9FciUx6gs,31848
zZ9FciUx6gs,10628
zZ9FciUx6gs,26436
zZ9FciUx6gs,55398
zZ9FciUx6gs,8073
zZ9FciUx6gs,34609
zZ9FciUx6gs,27446
PaJCFHXcWmM,47947
PaJCFHXcWmM,54941
PaJCFHXcWmM,10660
PaJCFHXcWmM,56143
PaJCFHXcWmM,8254
PaJCFHXcWmM,53829
goP4Z5wyOlM,23562
goP4Z5wyOlM,18696
goP4Z5wyOlM,23642
goP4Z5wyOlM,39921
goP4Z5wyOlM,48931
goP4Z5wyOlM,46243
goP4Z5wyOlM,3725
goP4Z5wyOlM,31185
goP4Z5wyOlM,20867
goP4Z5wyOlM,2265
0tO_l_Ed5Rs,23831
0tO_l_Ed5Rs,56484
0tO_l_Ed5Rs,3679
0tO_l_Ed5Rs,447
0tO_l_Ed5Rs,45932
0tO_l_Ed5Rs,44095
0tO_l_Ed5Rs,42836
0tO_l_Ed5Rs,39159
0tO_l_Ed5Rs,26111
STI2fI7sKMo,41587
STI2fI7sKMo,49827
STI2fI7sKMo,19547
STI2fI7sKMo,27095
STI2fI7sKMo,27917
STI2fI7sKMo,25726
STI2fI7sKMo,2185
STI2fI7sKMo,53395
STI2fI7sKMo,42793
STI2fI7sKMo,13165
STI2fI7sKMo,34407
STI2fI7sKMo,14038
STI2fI7sKMo,47395
STI2fI7sKMo,8303
STI2fI7sKMo,50744
STI2fI7sKMo,9473
STI2fI7sKMo,24445
STI2fI7sKMo,55990
STI2fI7sKMo,20825
STI2fI7sKMo,22052
STI2fI7sKMo,25505
STI2fI7sKMo,41245
STI2fI7sKMo,34253
STI2fI7sKMo,29640
STI2fI7sKMo,10801
STI2fI7sKMo,11335
STI2fI7sKMo,15104
STI2fI7sKMo,46891
STI2fI7sKMo,40053
STI2fI7sKMo,38679
STI2fI7sKMo,24841
STI2fI7sKMo,38983
STI2fI7sKMo,47106
STI2fI7sKMo,17269
STI2fI7sKMo,50654
STI2fI7sKMo,268
STI2fI7sKMo,46705
STI2fI7sKMo,3210
STI2fI7sKMo,16746
STI2fI7sKMo,27162
STI2fI7sKMo,33043
STI2fI7sKMo,52519
STI2fI7sKMo,31116
STI2fI7sKMo,24019
BWPrk9PUwQE,34188
BWPrk9PUwQE,5344
BWPrk9PUwQE,18315
BWPrk9PUwQE,21121
BWPrk9PUwQE,44524
BWPrk9PUwQE,2211
BWPrk9PUwQE,7826
BWPrk9PUwQE,36636
BWPrk9PUwQE,11868
BWPrk9PUwQE,14876
BWPrk9PUwQE,3824
BWPrk9PUwQE,48104
BWPrk9PUwQE,31206
BWPrk9PUwQE,33888
BWPrk9PUwQE,22987
BWPrk9PUwQE,44748
BWPrk9PUwQE,38582
ogYum4kWXgk,4918
ogYum4kWXgk,51785
ogYum4kWXgk,30322
ogYum4kWXgk,82
ogYum4kWXgk,44554
ogYum4kWXgk,40117
ogYum4kWXgk,40882
ogYum4kWXgk,29129
ogYum4kWXgk,30954
ogYum4kWXgk,6686
ogYum4kWXgk,10536
ogYum4kWXgk,36880
ogYum4kWXgk,14259
ogYum4kWXgk,40907
ogYum4kWXgk,25898
ogYum4kWXgk,20644
ogYum4kWXgk,28921
ogYum4kWXgk,21859
ogYum4kWXgk,48072
ogYum4kWXgk,49221
ogYum4kWXgk,51491
ogYum4kWXgk,5456
ogYum4kWXgk,51315
ogYum4kWXgk,19859
ogYum4kWXgk,48032
ogYum4kWXgk,1218
ogYum4kWXgk,20029
sbcbvuitiTc,37630
sbcbvuitiTc,53530
sbcbvuitiTc,35510
zNqCVTs38nU,16009
zNqCVTs38nU,24164
zNqCVTs38nU,22579
zNqCVTs38nU,14059
zNqCVTs38nU,20787
zNqCVTs38nU,56294
zNqCVTs38nU,17989
zNqCVTs38nU,48212
DM-ni_LSOFE,44579
DM-ni_LSOFE,29865
DM-ni_LSOFE,30066
DM-ni_LSOFE,37220
DM-ni_LSOFE,36688
DM-ni_LSOFE,42019
DM-ni_LSOFE,30225
DM-ni_LSOFE,38952
DM-ni_LSOFE,30997
DM-ni_LSOFE,5338
DM-ni_LSOFE,26803
DM-ni_LSOFE,1432
DM-ni_LSOFE,3827
DM-ni_LSOFE,11177
DM-ni_LSOFE,4330
DM-ni_LSOFE,3798
DM-ni_LSOFE,21499
DM-ni_LSOFE,30682
DM-ni_LSOFE,12772
DM-ni_LSOFE,40468
DM-ni_LSOFE,5601
DM-ni_LSOFE,49094
DM-ni_LSOFE,16556
DM-ni_LSOFE,3242
DM-ni_LSOFE,23271
DM-ni_LSOFE,55371
DM-ni_LSOFE,24066
DM-ni_LSOFE,29201
0PpNlNJ6Nng,53702
0PpNlNJ6Nng,39086
0PpNlNJ6Nng,30538
0PpNlNJ6Nng,23090
0PpNlNJ6Nng,49437
0PpNlNJ6Nng,526
0PpNlNJ6Nng,2865
0PpNlNJ6Nng,45726
0PpNlNJ6Nng,14519
0PpNlNJ6Nng,55076
0PpNlNJ6Nng,38460
0PpNlNJ6Nng,28051
0PpNlNJ6Nng,375
0PpNlNJ6Nng,55371
0PpNlNJ6Nng,26414
0PpNlNJ6Nng,31253
0PpNlNJ6Nng,30386
0PpNlNJ6Nng,1213
0PpNlNJ6Nng,24310
0PpNlNJ6Nng,52552
0PpNlNJ6Nng,4920
0PpNlNJ6Nng,55143
0PpNlNJ6Nng,25216
0PpNlNJ6Nng,18898
